State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
Maine,Cumberland County,1,7552,2868,0,0,0.00,0,0,0,0,1,0,3.7,124250,1,1,1,1,1,0,0,1,7552,100.00,556,7.36,1994,26.40,1166,15.44,7348,97.30,35,0.46,56,0.74,3,0.04,16,0.21,94,1.24,86,1.14,103,3.58,19,0.67,630,1994,1166,7348,35,56,3,16,94,86,120,21
Maine,Cumberland County,1,5071,2081,0,111,2.19,0,0,0,0,1,0,6.4,102694,1,1,1,1,1,0,0,1,4408,86.93,565,11.14,1101,21.71,676,13.32,4283,84.46,21,0.42,43,0.85,0,0.00,12,0.25,49,0.96,51,1.01,115,5.53,129,6.19,615,1214,807,4922,29,51,0,13,56,64,147,146
Maine,Cumberland County,1,3278,1441,0,0,0.00,0,0,0,0,0,0,4.7,126618,1,1,1,1,1,0,0,0,2661,81.17,279,8.52,550,16.77,484,14.76,2578,78.64,13,0.40,36,1.08,0,0.00,0,0.00,34,1.05,31,0.95,14,0.94,62,4.31,406,689,586,3171,15,48,3,1,40,40,18,81
Maine,Cumberland County,0,3145,1170,0,111,3.53,0,0,0,0,0,0,6.2,85643,0,0,0,0,0,0,0,0,3048,96.93,667,21.22,733,23.30,382,12.14,2937,93.40,14,0.45,51,1.63,1,0.03,8,0.25,37,1.17,31,0.97,20,1.73,64,5.46,715,742,441,3032,14,53,1,8,37,31,22,68
Maine,Cumberland County,0,4734,2039,0,54,1.14,0,0,0,0,0,0,6.1,91316,0,0,0,0,0,0,0,0,4418,93.32,664,14.02,980,20.70,731,15.43,4175,88.19,28,0.59,122,2.59,0,0.00,18,0.38,74,1.57,46,0.97,76,3.71,103,5.06,789,1054,767,4469,31,125,0,20,89,52,105,119
Maine,Cumberland County,0,3565,1297,0,7,0.20,0,0,0,0,0,0,5.0,122426,0,0,0,0,0,0,0,0,3565,100.00,496,13.92,950,26.65,371,10.41,3471,97.36,8,0.22,34,0.95,1,0.03,4,0.11,47,1.32,32,0.90,42,3.25,18,1.38,528,950,371,3471,8,34,1,4,47,32,47,19
Maine,Cumberland County,0,1964,812,0,0,0.00,0,0,0,0,0,0,3.0,105947,0,0,0,0,0,0,0,0,1964,100.00,275,14.00,374,19.04,239,12.17,1911,97.30,4,0.20,11,0.56,1,0.05,7,0.36,30,1.53,10,0.51,31,3.80,38,4.65,298,374,239,1911,4,11,1,7,30,10,34,42
Maine,Cumberland County,0,5797,2344,0,5,0.09,0,0,0,0,0,0,9.5,75119,0,0,0,0,0,0,0,0,5242,90.43,1395,24.07,1170,20.18,527,9.10,5086,87.73,46,0.79,27,0.46,4,0.07,9,0.16,71,1.22,52,0.89,42,1.80,118,5.03,1647,1280,600,5630,49,28,4,11,75,56,45,137
Maine,Cumberland County,1,6583,2698,0,63,0.96,0,0,0,0,1,0,7.6,80040,1,1,1,1,1,0,0,1,5639,85.66,1016,15.44,1283,19.49,754,11.46,5387,81.83,64,0.97,40,0.60,2,0.03,23,0.34,124,1.88,57,0.87,100,3.72,190,7.04,1156,1472,901,6306,72,44,2,25,134,72,118,221
Maine,Cumberland County,0,4673,1770,0,21,0.45,0,0,0,0,0,0,7.7,89241,0,0,0,0,0,0,0,0,4673,100.00,774,16.57,1165,24.93,433,9.27,4526,96.85,28,0.60,24,0.51,2,0.04,10,0.21,83,1.78,36,0.77,45,2.53,44,2.47,866,1165,433,4526,28,24,2,10,83,36,50,46
Maine,Cumberland County,0,5745,1915,0,690,12.01,0,0,0,0,0,0,5.7,86082,0,0,0,0,0,0,0,0,5745,100.00,977,17.01,1194,20.78,630,10.97,5550,96.61,62,1.08,41,0.71,2,0.03,18,0.31,72,1.25,38,0.66,16,0.84,77,4.04,933,1194,630,5550,62,41,2,18,72,38,16,80
Maine,Cumberland County,0,4249,1799,0,30,0.71,0,0,0,0,0,1,13.5,63636,0,0,0,0,0,0,0,0,3826,90.05,1093,25.73,936,22.03,596,14.02,3577,84.18,73,1.73,42,0.98,0,0.00,16,0.37,119,2.80,126,2.97,22,1.23,234,12.98,1178,1051,662,3937,98,47,0,18,149,153,30,272
Maine,Cumberland County,1,6661,2946,0,293,4.40,0,0,0,0,1,0,8.0,86808,1,1,1,1,1,0,0,1,6514,97.80,1358,20.39,1254,18.82,1641,24.63,6237,93.64,61,0.92,93,1.40,0,0.00,9,0.13,114,1.71,136,2.04,338,11.48,165,5.60,1570,1280,1668,6375,63,96,0,9,118,142,411,178
Maine,Cumberland County,1,6879,2808,0,1404,20.41,0,0,0,0,0,0,13.9,94871,0,1,0,1,0,0,0,0,2515,36.56,521,7.57,471,6.85,514,7.47,2363,34.35,23,0.33,47,0.68,3,0.04,10,0.15,70,1.02,42,0.60,88,3.14,127,4.51,1331,946,1065,6165,145,267,4,23,275,250,361,285
Maine,Cumberland County,0,2489,916,0,6,0.24,0,0,0,0,0,0,2.1,100000,0,0,0,0,0,0,0,0,2489,100.00,253,10.16,626,25.15,290,11.65,2378,95.54,30,1.21,23,0.92,0,0.00,6,0.24,52,2.09,52,2.09,7,0.71,30,3.29,252,626,290,2378,30,23,0,6,52,52,6,30
Maine,Cumberland County,0,7016,2682,0,30,0.43,0,0,0,0,0,0,8.3,88083,0,0,0,0,0,0,0,0,7016,100.00,1261,17.97,1676,23.89,665,9.48,6846,97.58,20,0.29,26,0.37,3,0.04,6,0.09,115,1.64,53,0.76,44,1.66,76,2.85,1337,1676,665,6846,20,26,3,6,115,53,49,79
Maine,Cumberland County,0,4436,1773,0,3,0.07,0,0,0,0,0,0,5.3,102854,0,0,0,0,0,0,0,0,4436,100.00,595,13.42,977,22.02,586,13.21,4311,97.18,16,0.36,14,0.32,3,0.07,16,0.36,76,1.71,40,0.90,9,0.52,76,4.29,590,977,586,4311,16,14,3,16,76,40,9,80
Maine,Cumberland County,0,3742,1554,0,4,0.11,0,0,0,0,1,0,12.1,85021,0,0,0,0,0,0,0,1,3742,100.00,1086,29.02,803,21.46,549,14.67,3628,96.95,26,0.69,11,0.29,0,0.00,12,0.32,65,1.74,45,1.20,171,11.03,131,8.45,1073,803,549,3628,26,11,0,12,65,45,184,135
Maine,Cumberland County,0,3872,1579,0,7,0.18,0,0,0,0,0,0,12.8,69440,0,0,0,0,0,0,0,0,3684,95.14,877,22.65,835,21.58,488,12.60,3583,92.53,13,0.33,21,0.54,0,0.00,9,0.23,58,1.49,24,0.62,14,0.91,109,6.93,932,861,525,3770,13,21,0,9,59,27,14,118
Maine,Cumberland County,0,2730,1113,0,0,0.00,0,0,0,0,0,1,15.1,62824,0,0,0,0,0,0,0,0,2730,100.00,997,36.54,581,21.28,423,15.49,2659,97.40,9,0.33,5,0.18,1,0.04,19,0.70,37,1.36,25,0.92,28,2.52,137,12.33,1015,581,423,2659,9,5,1,19,37,25,33,154
Maine,Cumberland County,0,5210,2240,0,192,3.69,0,0,0,0,0,1,12.6,56368,0,0,0,0,0,0,0,0,4368,83.84,1600,30.71,805,15.46,876,16.81,4221,81.03,33,0.63,17,0.32,2,0.04,19,0.36,77,1.47,50,0.95,95,4.22,211,9.42,2077,969,1031,5032,38,18,2,22,98,63,151,263
Maine,Cumberland County,0,3244,1312,0,0,0.00,0,0,0,0,0,1,9.6,61563,0,0,0,0,0,0,0,0,3244,100.00,837,25.79,690,21.27,491,15.14,3163,97.50,7,0.22,20,0.62,0,0.00,18,0.55,36,1.11,12,0.37,9,0.71,108,8.20,791,690,491,3163,7,20,0,18,36,12,9,104
Maine,Cumberland County,0,6268,2395,0,5,0.08,0,0,0,0,0,0,5.9,102869,0,0,0,0,0,0,0,0,6183,98.65,1451,23.15,1502,23.96,659,10.51,6035,96.28,23,0.37,35,0.56,2,0.03,18,0.29,70,1.12,41,0.65,0,0.00,119,4.98,1480,1524,670,6116,23,36,2,18,73,41,0,119
Maine,Cumberland County,0,3611,1125,0,709,19.63,0,0,0,0,0,0,5.5,88611,0,0,0,0,0,0,0,0,3611,100.00,407,11.28,621,17.20,343,9.50,3497,96.84,23,0.64,10,0.28,0,0.00,16,0.44,65,1.80,38,1.05,11,0.99,36,3.23,367,621,343,3497,23,10,0,16,65,38,10,38
Maine,Cumberland County,0,1982,896,0,12,0.61,0,0,0,0,0,0,14.6,95000,0,0,0,0,0,0,0,0,1982,100.00,560,28.28,317,15.99,514,25.93,1920,96.87,3,0.15,12,0.61,0,0.00,7,0.35,40,2.02,20,1.01,4,0.49,55,6.16,549,317,514,1920,3,12,0,7,40,20,4,51
Maine,Cumberland County,0,2758,1322,0,0,0.00,0,0,0,0,0,0,6.2,86659,0,0,0,0,0,0,0,0,2758,100.00,526,19.09,394,14.29,716,25.96,2710,98.26,1,0.04,16,0.58,0,0.00,5,0.18,26,0.94,19,0.69,19,1.46,65,4.93,569,394,716,2710,1,16,0,5,26,19,19,67
Maine,Cumberland County,0,8320,3082,0,35,0.42,0,0,0,0,0,0,5.4,110702,0,0,0,0,0,0,0,0,6691,80.42,661,7.95,1811,21.77,727,8.74,6303,75.76,33,0.40,223,2.68,1,0.01,13,0.16,117,1.41,79,0.95,47,1.51,82,2.67,946,2166,953,7773,51,323,1,20,152,110,66,111
Maine,Cumberland County,1,4516,1814,0,14,0.31,0,0,0,0,0,0,4.4,111053,1,1,1,1,1,0,0,0,3500,77.49,396,8.77,926,20.50,493,10.91,3372,74.68,12,0.27,59,1.30,0,0.00,2,0.05,54,1.20,43,0.95,13,0.70,21,1.13,543,1083,789,4327,18,94,0,4,73,51,16,27
Maine,Cumberland County,1,6083,2610,0,262,4.31,0,0,0,0,1,0,5.3,123684,1,1,1,1,1,0,0,1,5544,91.14,658,10.82,1088,17.89,1420,23.35,5337,87.73,31,0.50,81,1.34,0,0.00,10,0.16,86,1.41,69,1.14,135,5.17,60,2.29,710,1219,1521,5849,32,94,0,11,97,75,168,68
Maine,Franklin County,0,2393,1078,0,13,0.54,0,0,0,0,0,0,8.3,75417,0,0,0,0,0,0,0,0,2076,86.75,599,25.05,405,16.92,340,14.21,2032,84.90,1,0.03,17,0.71,1,0.02,6,0.23,21,0.86,10,0.42,38,3.51,116,10.74,502,468,398,2339,4,17,2,6,25,11,35,99
Maine,Franklin County,0,933,460,0,0,0.00,0,0,0,0,0,0,12.9,62344,0,0,0,0,0,0,0,0,933,100.00,487,52.21,138,14.79,196,21.01,919,98.50,1,0.11,3,0.32,0,0.00,5,0.54,5,0.54,4,0.43,37,8.01,92,20.00,398,138,196,919,1,3,0,5,5,4,26,66
Maine,Franklin County,0,1799,887,0,0,0.00,0,0,0,0,0,0,7.2,69327,0,0,0,0,0,0,0,0,1701,94.56,419,23.29,271,15.05,428,23.80,1678,93.26,0,0.00,5,0.28,0,0.00,6,0.33,12,0.68,13,0.72,14,1.53,58,6.59,377,288,449,1769,0,8,0,6,16,13,11,49
Maine,Franklin County,0,2269,990,0,0,0.00,0,0,0,0,0,1,13.9,45069,0,0,0,0,0,0,0,0,2027,89.33,926,40.81,376,16.56,345,15.22,1979,87.21,3,0.13,4,0.18,0,0.00,0,0.00,41,1.81,28,1.22,49,4.97,157,15.85,1022,433,393,2219,3,5,0,0,42,32,50,162
Maine,Franklin County,0,3888,1639,0,0,0.00,0,0,0,0,0,0,15.5,56563,0,0,0,0,0,0,0,0,3824,98.35,1698,43.66,849,21.84,580,14.91,3713,95.49,9,0.23,12,0.31,1,0.03,17,0.44,72,1.85,31,0.80,81,4.92,320,19.55,1999,863,596,3777,9,12,1,17,72,32,88,322
Maine,Franklin County,0,2759,1134,0,0,0.00,0,0,0,0,0,0,13.6,62109,0,0,0,0,0,0,0,0,2759,100.00,966,35.01,585,21.20,399,14.46,2685,97.32,3,0.11,8,0.29,0,0.00,15,0.54,48,1.74,17,0.62,26,2.29,179,15.74,1041,585,399,2685,3,8,0,15,48,17,26,179
Maine,Franklin County,1,7760,3072,0,1097,14.14,0,0,0,0,1,0,15.2,58081,1,1,1,1,1,0,0,1,5459,70.35,2215,28.55,1099,14.17,934,12.04,5310,68.43,9,0.11,18,0.24,5,0.07,22,0.29,94,1.21,69,0.89,238,7.74,402,13.07,2570,1242,1199,7519,20,27,6,32,156,100,289,482
Maine,Franklin County,0,4116,1708,0,0,0.00,0,0,0,0,0,1,10.3,53187,0,0,0,0,0,0,0,0,3211,78.00,1091,26.50,699,16.98,593,14.40,3103,75.40,8,0.20,34,0.83,1,0.01,11,0.26,54,1.31,23,0.57,48,2.82,289,16.94,1333,958,687,3965,23,39,1,16,72,37,72,349
Maine,Franklin County,0,4851,2032,0,0,0.00,0,0,0,0,0,0,7.5,69618,0,0,0,0,0,0,0,0,3864,79.65,824,16.99,820,16.90,681,14.05,3794,78.21,7,0.14,9,0.19,0,0.00,16,0.34,38,0.78,45,0.93,94,4.64,83,4.07,1028,1072,843,4760,8,13,0,19,51,69,116,94
Maine,Hancock County,0,1981,850,0,0,0.00,1,1,0,0,0,1,15.9,52639,1,1,0,0,0,1,0,0,1981,100.00,794,40.09,386,19.49,246,12.42,1941,97.98,3,0.15,0,0.00,0,0.00,14,0.71,23,1.16,20,1.01,22,2.61,127,14.91,777,386,246,1941,3,0,0,14,23,20,22,123
Maine,Hancock County,0,2353,1001,0,0,0.00,0,0,0,0,0,0,7.7,75813,0,0,0,0,0,0,0,0,2353,100.00,534,22.68,451,19.17,301,12.79,2298,97.66,9,0.38,11,0.47,0,0.00,10,0.42,25,1.06,17,0.72,43,4.28,104,10.41,545,451,301,2298,9,11,0,10,25,17,43,102
Maine,Hancock County,0,4924,2135,0,13,0.26,0,0,0,1,1,1,13.0,49395,0,0,0,0,0,0,0,1,3661,74.36,1507,30.60,775,15.75,537,10.90,3578,72.66,23,0.46,5,0.10,1,0.02,7,0.14,48,0.98,38,0.77,112,5.23,350,16.41,2168,1017,736,4786,26,13,1,17,81,64,164,472
Maine,Hancock County,0,2769,1214,0,33,1.19,0,0,0,0,0,0,8.8,61364,0,0,0,0,0,0,0,0,2752,99.37,787,28.43,477,17.24,442,15.96,2679,96.74,2,0.07,7,0.25,0,0.00,12,0.43,52,1.88,28,1.01,26,2.14,109,9.02,787,481,444,2696,2,7,0,12,52,28,26,108
Maine,Hancock County,0,3405,1529,0,151,4.43,0,0,0,0,0,0,16.6,67331,0,0,0,0,0,0,0,0,1619,47.54,668,19.62,373,10.95,291,8.55,1569,46.09,13,0.38,16,0.48,0,0.00,5,0.15,15,0.44,16,0.48,97,6.37,129,8.42,1286,707,617,3247,25,60,1,22,50,49,235,283
Maine,Hancock County,0,4361,1786,0,79,1.81,0,0,0,0,0,0,5.4,81522,0,0,0,0,0,0,0,0,4174,95.70,848,19.44,938,21.51,599,13.73,4072,93.37,25,0.56,23,0.53,3,0.07,12,0.27,40,0.91,57,1.31,67,3.77,205,11.49,934,965,633,4255,26,24,3,12,41,59,79,241
Maine,Hancock County,0,2993,1321,0,7,0.23,1,1,0,0,0,1,18.6,52463,1,1,0,0,0,1,0,0,2993,100.00,1354,45.24,573,19.14,460,15.37,2886,96.42,5,0.17,16,0.53,0,0.00,23,0.77,63,2.10,22,0.74,52,3.95,181,13.73,1379,573,460,2886,5,16,0,23,63,22,52,178
Maine,Hancock County,0,2253,1028,0,0,0.00,0,0,0,0,0,0,15.7,71523,0,0,0,0,0,0,0,0,1994,88.52,625,27.76,341,15.14,473,21.01,1950,86.54,5,0.20,5,0.23,1,0.04,6,0.27,28,1.23,45,1.99,11,1.05,139,13.53,628,391,535,2199,6,7,1,6,34,50,15,140
Maine,Hancock County,0,5235,2427,0,189,3.61,0,0,0,0,1,0,9.0,83792,0,0,0,0,0,0,0,1,3725,71.15,1229,23.48,699,13.35,672,12.83,3540,67.63,24,0.46,99,1.90,0,0.00,8,0.15,53,1.01,35,0.67,129,5.32,96,3.97,1595,905,945,4957,41,149,0,8,80,58,225,137
Maine,Hancock County,0,2053,984,0,0,0.00,0,0,0,0,0,0,5.2,101406,0,0,0,0,0,0,0,0,1612,78.54,241,11.76,280,13.65,346,16.85,1581,77.03,6,0.29,12,0.58,0,0.00,3,0.15,10,0.49,17,0.83,28,2.86,28,2.89,277,338,439,2014,6,14,0,3,16,18,39,31
Maine,Hancock County,0,1905,905,0,8,0.42,0,0,0,0,0,0,6.7,72847,0,0,0,0,0,0,0,0,1491,78.26,269,14.12,290,15.20,316,16.58,1452,76.22,3,0.18,3,0.18,0,0.00,8,0.42,24,1.25,14,0.75,59,6.47,56,6.23,345,368,418,1855,4,5,0,8,33,20,79,70
Maine,Hancock County,0,1956,890,0,0,0.00,0,0,0,0,0,0,8.9,67969,0,0,0,0,0,0,0,0,1956,100.00,532,27.20,359,18.35,332,16.97,1893,96.78,12,0.61,7,0.36,0,0.00,8,0.41,36,1.84,16,0.82,23,2.54,88,9.90,551,359,332,1893,12,7,0,8,36,16,24,88
Maine,Hancock County,0,4152,1952,0,22,0.53,0,0,0,0,0,0,11.9,73922,0,0,0,0,0,0,0,0,3694,88.96,895,21.56,628,15.13,777,18.72,3608,86.91,12,0.30,21,0.50,0,0.00,16,0.39,36,0.86,25,0.60,94,4.81,154,7.91,1037,723,871,4041,13,40,0,18,40,31,105,169
Maine,Hancock County,0,2629,973,0,594,22.59,0,0,0,0,0,0,15.0,69844,0,0,0,0,0,0,0,0,2629,100.00,908,34.55,290,11.03,551,20.96,2552,97.07,9,0.34,23,0.87,0,0.00,7,0.27,38,1.45,29,1.10,54,5.56,75,7.73,602,290,551,2552,9,23,0,7,38,29,45,64
Maine,Hancock County,0,2954,1363,0,0,0.00,0,0,0,0,0,0,10.8,70000,0,0,0,0,0,0,0,0,2954,100.00,943,31.94,526,17.81,679,22.99,2877,97.39,3,0.10,32,1.08,0,0.00,4,0.14,38,1.29,35,1.18,40,2.97,140,10.24,914,526,679,2877,3,32,0,4,38,35,38,127
Maine,Hancock County,0,3018,1444,0,68,2.25,0,0,0,0,1,0,15.3,63807,0,0,0,0,0,0,0,1,2844,94.23,1046,34.65,447,14.82,762,25.24,2779,92.07,6,0.19,6,0.21,1,0.03,11,0.36,41,1.36,13,0.42,125,8.67,156,10.82,1104,475,800,2950,6,7,1,11,43,13,130,155
Maine,Hancock County,0,5477,2419,0,12,0.22,0,0,0,0,1,0,9.2,69688,0,0,0,0,0,0,0,1,5441,99.34,1484,27.10,1016,18.54,923,16.86,5260,96.03,25,0.45,31,0.56,0,0.00,36,0.67,89,1.62,65,1.18,103,4.25,231,9.57,1597,1022,930,5294,25,31,0,37,90,65,108,249
Maine,Kennebec County,0,4884,2299,0,0,0.00,0,0,0,0,0,0,11.7,66910,0,0,0,0,0,0,0,0,3658,74.90,581,11.90,696,14.24,601,12.31,3508,71.82,24,0.49,28,0.58,4,0.08,22,0.45,72,1.47,52,1.06,69,3.02,212,9.23,983,890,837,4656,31,56,7,33,101,77,175,285
Maine,Kennebec County,0,4385,2020,0,9,0.21,0,0,0,0,1,0,15.4,75043,0,0,0,0,0,0,0,1,3994,91.09,1396,31.83,753,17.18,686,15.64,3795,86.55,28,0.63,47,1.08,0,0.00,22,0.50,102,2.34,79,1.80,382,18.93,577,28.55,1446,831,744,4152,34,53,0,24,122,85,492,595
Maine,Kennebec County,1,3471,1675,0,242,6.97,0,1,0,0,0,1,24.1,59150,0,1,0,1,0,0,0,0,1019,29.37,434,12.51,227,6.55,101,2.91,925,26.66,18,0.53,20,0.58,0,0.00,8,0.23,48,1.37,23,0.67,89,5.29,155,9.25,1548,616,420,3211,57,53,0,29,121,63,400,568
Maine,Kennebec County,1,2307,1187,0,133,5.77,0,1,0,0,0,1,30.7,50256,0,1,0,1,0,0,0,0,826,35.81,361,15.65,129,5.58,185,8.04,775,33.61,14,0.59,7,0.32,0,0.00,11,0.46,19,0.83,18,0.79,97,8.15,133,11.18,1198,360,611,2128,49,57,0,14,59,47,247,377
Maine,Kennebec County,1,4089,1621,0,475,11.62,1,1,1,0,0,1,22.1,46607,1,1,1,1,1,0,0,0,3562,87.12,1659,40.56,700,17.12,792,19.37,3360,82.16,26,0.64,63,1.53,3,0.07,23,0.57,88,2.14,65,1.58,70,4.34,203,12.54,1747,804,842,3854,30,72,3,27,103,69,109,250
Maine,Kennebec County,0,7159,2962,0,125,1.75,0,0,0,0,1,0,11.9,67393,0,0,0,0,0,0,0,1,6391,89.28,1783,24.91,1284,17.94,1009,14.09,6183,86.37,18,0.25,32,0.45,2,0.03,57,0.80,99,1.39,50,0.70,146,4.94,438,14.78,2053,1450,1138,6933,18,35,2,62,109,64,160,489
Maine,Kennebec County,0,2381,1193,0,130,5.46,0,0,0,0,1,0,6.1,80417,0,0,0,0,0,0,0,1,2320,97.43,588,24.71,332,13.95,537,22.54,2212,92.90,16,0.67,35,1.47,0,0.00,13,0.55,44,1.85,27,1.13,107,8.94,95,7.97,613,333,584,2273,16,35,0,13,44,27,102,91
Maine,Kennebec County,0,2580,1044,0,2,0.08,0,0,0,0,0,0,8.4,81354,0,0,0,0,0,0,0,0,2580,100.00,542,21.00,582,22.56,425,16.47,2502,96.98,8,0.31,29,1.12,1,0.04,8,0.31,32,1.24,12,0.47,36,3.48,76,7.29,528,582,425,2502,8,29,1,8,32,12,37,76
Maine,Kennebec County,0,6430,2627,0,69,1.07,0,0,0,0,0,0,8.8,76625,0,0,0,0,0,0,0,0,6268,97.48,1612,25.06,1423,22.13,927,14.42,6075,94.48,29,0.46,36,0.56,2,0.03,22,0.34,104,1.61,65,1.01,29,1.10,335,12.74,1696,1460,950,6232,32,37,2,22,105,67,37,349
Maine,Kennebec County,1,1587,694,0,44,2.77,0,1,0,0,0,1,31.3,38125,0,1,0,1,0,0,0,0,1302,82.07,699,44.04,290,18.29,219,13.77,1239,78.04,9,0.57,7,0.44,0,0.00,8,0.53,39,2.48,10,0.61,85,12.22,168,24.26,841,365,236,1501,11,7,0,11,57,18,102,197
Maine,Kennebec County,0,4213,1793,0,39,0.93,0,0,0,0,1,0,19.3,73831,0,0,0,0,0,0,0,1,3277,77.78,954,22.64,707,16.77,441,10.48,3153,74.83,6,0.14,27,0.63,0,0.00,21,0.49,71,1.69,31,0.73,103,5.76,157,8.78,1234,892,599,4034,7,34,0,28,110,41,176,207
Maine,Kennebec County,0,3624,1441,0,15,0.41,0,0,0,0,0,0,7.4,84934,0,0,0,0,0,0,0,0,3481,96.06,534,14.75,747,20.62,431,11.90,3385,93.39,28,0.78,9,0.25,0,0.00,11,0.30,49,1.34,31,0.85,30,2.05,179,12.43,546,779,448,3517,30,9,0,12,56,33,33,185
Maine,Kennebec County,0,4104,1577,0,21,0.51,0,0,0,0,0,0,10.4,63900,0,0,0,0,0,0,0,0,3764,91.72,1032,25.14,861,20.97,443,10.79,3684,89.78,11,0.26,3,0.07,0,0.00,8,0.19,58,1.42,46,1.13,53,3.38,172,10.93,1240,953,481,4016,11,4,0,8,65,49,59,200
Maine,Kennebec County,0,6092,2598,0,87,1.43,0,0,0,0,1,0,9.2,77344,0,0,0,0,0,0,0,1,5392,88.51,1344,22.05,1060,17.41,923,15.15,5268,86.48,7,0.12,14,0.23,0,0.00,10,0.16,93,1.52,50,0.82,101,3.89,358,13.76,1698,1228,1048,5946,18,17,0,10,101,58,132,399
Maine,Kennebec County,0,2329,1005,0,0,0.00,0,0,0,0,0,0,8.5,77583,0,0,0,0,0,0,0,0,2329,100.00,520,22.33,438,18.81,371,15.93,2289,98.28,4,0.17,8,0.34,1,0.04,1,0.04,26,1.12,18,0.77,10,0.96,46,4.61,470,438,371,2289,4,8,1,1,26,18,9,43
Maine,Kennebec County,0,2598,998,0,39,1.50,0,0,0,0,0,0,5.5,84688,0,0,0,0,0,0,0,0,2598,100.00,583,22.44,613,23.60,323,12.43,2525,97.19,9,0.35,15,0.58,4,0.15,9,0.35,36,1.39,17,0.65,29,2.89,102,10.21,572,613,323,2525,9,15,4,9,36,17,29,104
Maine,Kennebec County,0,3220,1383,0,0,0.00,0,0,0,0,0,0,13.9,69851,1,1,0,0,0,1,0,0,3220,100.00,989,30.71,619,19.22,500,15.53,3164,98.26,3,0.09,3,0.09,0,0.00,12,0.37,38,1.18,25,0.78,55,4.00,185,13.36,918,619,500,3164,3,3,0,12,38,25,52,171
Maine,Kennebec County,0,3189,1265,0,12,0.38,0,0,0,0,0,0,10.8,81433,0,0,0,0,0,0,0,0,3189,100.00,684,21.45,723,22.67,466,14.61,3135,98.31,6,0.19,2,0.06,0,0.00,4,0.13,42,1.32,16,0.50,0,0.00,126,9.94,665,723,466,3135,6,2,0,4,42,16,0,116
Maine,Kennebec County,0,4208,1607,0,16,0.38,0,0,0,0,0,0,8.5,64737,0,0,0,0,0,0,0,0,4208,100.00,1511,35.91,1012,24.05,472,11.22,4124,98.00,6,0.14,13,0.31,2,0.05,14,0.33,49,1.16,28,0.67,42,2.64,202,12.57,1477,1012,472,4124,6,13,2,14,49,28,44,210
Maine,Kennebec County,0,4340,1788,0,5,0.12,0,0,0,0,0,0,9.4,66897,0,0,0,0,0,0,0,0,4340,100.00,1161,26.75,938,21.61,637,14.68,4220,97.24,13,0.30,15,0.35,1,0.02,15,0.35,76,1.75,27,0.62,69,3.86,130,7.26,1121,938,637,4220,13,15,1,15,76,27,63,128
Maine,Kennebec County,0,2575,1039,0,0,0.00,0,0,0,0,0,0,8.5,57772,0,0,0,0,0,0,0,0,2575,100.00,966,37.53,575,22.33,340,13.20,2498,97.01,10,0.39,9,0.35,0,0.00,17,0.66,41,1.59,21,0.82,14,1.31,136,13.08,966,575,340,2498,10,9,0,17,41,21,14,139
Maine,Kennebec County,0,4328,1718,0,0,0.00,0,0,0,0,0,0,7.1,66739,0,0,0,0,0,0,0,0,4183,96.66,888,20.51,987,22.80,481,11.11,4061,93.83,14,0.33,18,0.42,1,0.02,22,0.52,66,1.54,36,0.83,71,4.16,163,9.48,931,1022,497,4202,15,19,1,23,68,37,76,175
Maine,Kennebec County,0,2084,837,0,0,0.00,0,0,0,0,0,0,9.0,59432,0,0,0,0,0,0,0,0,2084,100.00,819,39.30,486,23.32,311,14.92,2039,97.84,9,0.43,9,0.43,3,0.14,6,0.29,18,0.86,6,0.29,41,4.84,152,18.18,835,486,311,2039,9,9,3,6,18,6,41,150
Maine,Kennebec County,0,3486,1412,0,0,0.00,0,0,0,1,1,1,14.5,55848,0,0,0,0,0,0,0,1,3443,98.77,1359,38.99,788,22.59,416,11.92,3347,96.00,13,0.38,5,0.14,0,0.00,22,0.63,56,1.62,39,1.12,105,7.45,252,17.84,1370,798,424,3386,14,5,0,22,59,40,91,256
Maine,Kennebec County,0,2732,1104,0,0,0.00,0,0,0,0,0,0,9.6,63917,0,0,0,0,0,0,0,0,2481,90.81,837,30.65,557,20.39,371,13.57,2439,89.26,7,0.24,3,0.11,0,0.00,7,0.26,26,0.94,17,0.61,13,1.20,153,13.87,887,614,418,2682,8,8,0,7,27,17,13,166
